,preco_imov,id_imov,cidade,endereco,titulo_imov,vaga,banheiro,condominio,iptu
0,R$ 390.000,Imóvel 122XXGY,Apartamento em Belo Horizonte,Rua José Mendes de Carvalho,"Apartamento à venda em Castelo com 115 m², 4 quartos, 1 suíte, 2 vagas","4 quartos
1 suíte",2 vagas,R$ 325/mês,R$ 1.260/ano
0,R$ 330.000,Imóvel PV674P,Apartamento em Belo Horizonte,Rua Geraldo Faria de Souza,"Apartamento à venda em Sagrada Família com 106 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 330/mês,R$ 133/ano
0,R$ 340.000,Imóvel H0JAZ5,Apartamento em Belo Horizonte,Rua Castelo de São Jorge,"Apartamento à venda em Castelo com 75 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 380/mês,R$ 145/ano
0,R$ 1.190.000,Imóvel B817P6,Apartamento em Belo Horizonte,Rua Boa Esperança,"Apartamento à venda em Sion com 150 m², 4 quartos, 1 suíte, 2 vagas","4 quartos
1 suíte",2 vagas,R$ 700/mês,R$ 5.786/ano
0,R$ 480.000,Imóvel 14D84PD,Apartamento em Belo Horizonte,Rua Ulisses Marcondes Escobar,"Apartamento à venda em Buritis com 100 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 550/mês,R$ 177/ano
0,R$ 490.000,Imóvel 1O0HA8O,Apartamento em Belo Horizonte,Avenida Miguel Perrela,"Apartamento à venda em Castelo com 55 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 530/mês,R$ 1.700/ano
0,R$ 419.000,Imóvel 6Q6DDZ,Apartamento em Belo Horizonte,Rua Elson Nunes de Souza,"Apartamento à venda em Castelo com 125 m², 2 quartos, 1 suíte, 2 vagas","2 quartos
1 suíte",2 vagas,R$ 350/mês,R$ 180/ano
0,R$ 420.000,Imóvel DXGYSJ,Apartamento em Belo Horizonte,Rua Cecília Fonseca Coutinho,"Apartamento à venda em Castelo com 80 m², 2 quartos, 1 suíte, 2 vagas","2 quartos
1 suíte",2 vagas,R$ 360/mês,R$ 1.000/ano
0,R$ 730.000,Imóvel 10NTRTL,Apartamento em Belo Horizonte,Rua Venezuela,"Apartamento à venda em Sion com 64 m², 2 quartos, 1 suíte, 2 vagas","2 quartos
1 suíte",2 vagas,R$ 900/mês,R$ 3.400/ano
0,R$ 500.000,Imóvel A641AS,Apartamento em Belo Horizonte,Rua Desembargador José Satyro,"Apartamento à venda em Castelo com 125 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 350/mês,R$ 151/mês
0,R$ 310.000,Imóvel 30TA6K,Apartamento em Belo Horizonte,Rua Pitangui,"Apartamento à venda em Sagrada Família com 75 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 250/mês,R$ 84/ano
0,R$ 480.000,Imóvel 1FNJ44E,Apartamento em Belo Horizonte,Rua Marechal Hermes,"Apartamento à venda em Gutierrez com 120 m², 3 quartos, 1 suíte, 3 vagas","3 quartos
1 suíte",3 vagas,R$ 350/mês,R$ 250/ano
0,R$ 398.000,Imóvel 1FBXD4Q,Apartamento em Belo Horizonte,Rua Santo Amaro,"Apartamento à venda em Sagrada Família com 100 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 350/mês,R$ 1.800/ano
0,R$ 490.000,Imóvel 1GC9143,Apartamento em Belo Horizonte,Rua Sílvio de Oliveira Martins,"Apartamento à venda em Buritis com 100 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 400/mês,R$ 181/ano
0,R$ 500.000,Imóvel 8R1HNZ,Apartamento em Belo Horizonte,Rua Professor Moraes,"Apartamento à venda em Savassi com 76 m², 2 quartos, 1 suíte, 1 vaga","2 quartos
1 suíte",1 vaga,R$ 315/mês,R$ 2.000/ano
0,R$ 545.000,Imóvel IMGCRM,Apartamento em Belo Horizonte,Rua Cônsul Walter,"Apartamento à venda em Buritis com 95 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 486/mês,R$ 3.108/ano
0,R$ 510.000,Imóvel KA3GYC,Apartamento em Belo Horizonte,Rua Engenheiro Aluísio Rocha,"Apartamento à venda em Buritis com 100 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 280/mês,R$ 2.013/ano
0,R$ 875.000,Imóvel 155V44R,Apartamento em Belo Horizonte,Rua Venezuela,"Apartamento à venda em Sion com 106 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 600/mês,R$ 3.520/ano
0,R$ 430.000,Imóvel I7AILP,Apartamento em Belo Horizonte,Rua Herculano de Freitas,"Apartamento à venda em Gutierrez com 90 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 400/mês,R$ 1.600/ano
0,R$ 430.000,Imóvel 1XMNJZ1,Apartamento em Belo Horizonte,Rua General Carneiro,"Apartamento à venda em Sagrada Família com 95 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 380/mês,R$ 1.400/ano
0,R$ 750.000,Imóvel GH12FX,Apartamento em Belo Horizonte,Rua Oscar Trompowsky,"Apartamento à venda em Gutierrez com 105 m², 6 quartos, 3 suítes, 2 vagas","6 quartos
3 suítes",2 vagas,R$ 1.100/mês,R$ 291/ano
0,R$ 730.000,Imóvel 2NT3A0,Apartamento em Belo Horizonte,Rua Abre Campo,"Apartamento à venda em Santo Antônio com 140 m², 4 quartos, 1 suíte, 4 vagas","4 quartos
1 suíte",4 vagas,R$ 352/mês,R$ 2.633/ano
0,R$ 490.000,Imóvel P9R8SP,Apartamento em Belo Horizonte,Rua Engenheiro Zoroastro Torres,"Apartamento à venda em Santo Antônio com 120 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 750/mês,R$ 2.820/ano
0,R$ 600.000,Imóvel W7SA7C,Apartamento em Belo Horizonte,Rua Capelinha,"Apartamento à venda em Serra com 130 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 300/mês,R$ 2.200/ano
0,R$ 690.000,Imóvel V9YO8H,Apartamento em Belo Horizonte,Rua Cachoeira de Minas,"Apartamento à venda em Gutierrez com 136 m², 4 quartos, 1 suíte, 3 vagas","4 quartos
1 suíte",3 vagas,R$ 920/mês,R$ 2.816/ano
0,R$ 680.000,Imóvel 1FIIJJD,Apartamento em Belo Horizonte,Rua dos Aimorés,"Apartamento à venda em Funcionários com 95 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 850/mês,R$ 350/ano
0,R$ 450.000,Imóvel 1OKK07P,Apartamento em Belo Horizonte,Rua Professor Miguel de Souza,"Apartamento à venda em Buritis com 110 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 350/mês,R$ 2.088/ano
0,R$ 740.000,Imóvel 15WM7SI,Apartamento em Belo Horizonte,Rua Rio Verde,"Apartamento à venda em Anchieta com 140 m², 4 quartos, 1 suíte, 2 vagas","4 quartos
1 suíte",2 vagas,R$ 700/mês,R$ 2.750/ano
0,R$ 299.000,Imóvel AJZNT5,Apartamento em Belo Horizonte,Rua Sílvio Menicucci,"Apartamento à venda em Buritis com 70 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 395/mês,R$ 89/mês
0,R$ 580.000,Imóvel 1P63268,Apartamento em Belo Horizonte,Rua Guilherme de Almeida,"Apartamento à venda em Santo Antônio com 90 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 1.300/mês,R$ 2.900/ano
0,R$ 530.000,Imóvel 1G7C0EU,Apartamento em Belo Horizonte,Avenida Professor Mário Werneck,"Apartamento à venda em Buritis com 78 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 810/mês,R$ 227/mês
0,R$ 464.600,Imóvel 1QYQ2TE,Apartamento em Belo Horizonte,Avenida dos Engenheiros,"Apartamento à venda em Castelo com 90 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 350/mês,R$ 1.428/ano
0,R$ 470.000,Imóvel 1BEBFEX,Apartamento em Belo Horizonte,Rua Luiza Carvalho Torres,"Apartamento à venda em Santo Antônio com 105 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 480/mês,R$ 1.250/ano
0,R$ 450.000,Imóvel 8OKICY,Apartamento em Belo Horizonte,Rua João de Freitas,"Apartamento à venda em Santo Antônio com 100 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 380/mês,R$ 175/mês
0,R$ 990.000,Imóvel 1R5Y88J,Apartamento em Belo Horizonte,Rua Alvarenga Peixoto,"Apartamento à venda em Lourdes com 100 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 1.700/mês,R$ 5.606/ano
0,R$ 360.000,Imóvel 8VGBEV,Apartamento em Belo Horizonte,Rua Colômbia,"Apartamento à venda em Sion com 95 m², 3 quartos, 1 vaga","3 quartos
sem suíte",1 vaga,R$ 550/mês,R$ 1.000/ano
0,R$ 360.000,Imóvel S8LSUC,Apartamento em Belo Horizonte,Rua Cantor Luiz Gonzaga,"Apartamento à venda em Castelo com 90 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 350/mês,R$ 1.800/ano
0,R$ 375.000,Imóvel 1S0ANEJ,Apartamento em Belo Horizonte,Rua Castelo de São Jorge,"Apartamento à venda em Castelo com 87 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 380/mês,R$ 100/ano
0,R$ 350.000,Imóvel 124Q76F,Apartamento em Belo Horizonte,Rua Mar de Espanha,"Apartamento à venda em Santo Antônio com 113 m², 3 quartos, 1 vaga","3 quartos
sem suíte",1 vaga,R$ 460/mês,R$ 1.560/ano
0,R$ 360.000,Imóvel 82FDWW,Apartamento em Belo Horizonte,Rua Ernani Agricola,"Apartamento à venda em Buritis com 78 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 399/mês,R$ 178/ano
0,R$ 390.000,Imóvel NZGLW9,Apartamento em Belo Horizonte,Rua Almirante Alexandrino,"Apartamento à venda em Gutierrez com 90 m², 3 quartos, 2 vagas","3 quartos
sem suíte",2 vagas,R$ 350/mês,Isento
0,R$ 330.000,Imóvel RRE85K,Apartamento em Belo Horizonte,Rua Itajubá,"Apartamento à venda em Sagrada Família com 68 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 350/mês,R$ 1.500/ano
0,R$ 280.000,Imóvel Q5HMTG,Apartamento em Belo Horizonte,Rua Vitório Magnavacca,"Apartamento à venda em Buritis com 60 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 300/mês,R$ 1.071/ano
0,R$ 725.000,Imóvel 672BWR,Apartamento em Belo Horizonte,Rua São João Evangelista,"Apartamento à venda em Santo Antônio com 75 m², 2 quartos, 1 suíte, 2 vagas","2 quartos
1 suíte",2 vagas,R$ 600/mês,R$ 3.105/ano
0,R$ 470.000,Imóvel 14OO8HX,Apartamento em Belo Horizonte,Rua Marechal Bitencourt,"Apartamento à venda em Gutierrez com 90 m², 3 quartos, 1 vaga","3 quartos
sem suíte",1 vaga,R$ 650/mês,R$ 125/mês
0,R$ 580.000,Imóvel 1MKV0U8,Apartamento em Belo Horizonte,Praça Miguel Chiquiloff,"Apartamento à venda em Sion com 95 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 700/mês,R$ 190/mês
0,R$ 550.000,Imóvel YT3R8O,Apartamento em Belo Horizonte,Rua Elson Nunes de Souza,"Apartamento à venda em Castelo com 86 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 380/mês,R$ 1.430/ano
0,R$ 360.000,Imóvel 1OHB28P,Apartamento em Belo Horizonte,Rua Marechal Deodoro,"Apartamento à venda em Floresta com 65 m², 3 quartos, 1 vaga","3 quartos
sem suíte",1 vaga,R$ 420/mês,R$ 710/ano
0,R$ 430.000,Imóvel 1V8CZ2M,Apartamento em Belo Horizonte,Rua Castelo da Beira,"Apartamento à venda em Castelo com 98 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,R$ 230/mês,R$ 1.300/ano
0,R$ 790.000,Imóvel MWHCXN,Apartamento em Belo Horizonte,Rua Estácio de Sá,"Apartamento à venda em Gutierrez com 78 m², 2 quartos, 2 suítes, 2 vagas","2 quartos
2 suítes",2 vagas,R$ 400/mês,R$ 500/ano
0,R$ 580.000,Imóvel 1WY1H7T,Apartamento em Belo Horizonte,Rua Marechal Hermes,"Apartamento à venda em Gutierrez com 120 m², 4 quartos, 1 suíte, 1 vaga","4 quartos
1 suíte",1 vaga,R$ 1.060/mês,R$ 228/mês
0,R$ 220.000,Imóvel 122XJ7O,Apartamento em Belo Horizonte,Rua Corinto,"Apartamento à venda em Serra com 90 m², 2 quartos, 1 suíte, 1 vaga",1 vaga,1 Banheiro,R$ 320/mês,R$ 83/mês
0,R$ 487.600,Imóvel 1H3QOOB,Apartamento em Belo Horizonte,Avenida Miguel Perrela,"Apartamento à venda em Castelo com 70 m², 2 quartos, 1 suíte, 2 vagas","2 quartos
1 suíte",2 vagas,R$ 330/mês,R$ 1.200/ano
0,R$ 480.000,Imóvel 494NEU,Apartamento em Belo Horizonte,Rua Desembargador José Satyro,"Apartamento à venda em Castelo com 90 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 350/mês,R$ 1.500/ano
0,R$ 235.000,Imóvel W6L4ZG,Apartamento em Belo Horizonte,Rua Heitor Menin,"Apartamento à venda em Buritis com 60 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 220/mês,R$ 1.000/ano
0,R$ 396.000,Imóvel 1RGRLOX,Apartamento em Belo Horizonte,Rua Castelo Guimarães,"Apartamento à venda em Castelo com 70 m², 2 quartos, 1 suíte, 2 vagas","2 quartos
1 suíte",2 vagas,R$ 459/mês,R$ 1.200/ano
0,R$ 532.000,Imóvel 1CQFYNC,Apartamento em Belo Horizonte,Rua Piauí,"Apartamento à venda em Funcionários com 98 m², 3 quartos, 1 vaga","3 quartos
sem suíte",1 vaga,R$ 600/mês,R$ 1.400/ano
0,R$ 400.000,Imóvel 9LLRCR,Apartamento em Belo Horizonte,Rua Guilherme de Almeida,"Apartamento à venda em Santo Antônio com 83 m², 2 quartos, 1 suíte, 1 vaga","2 quartos
1 suíte",1 vaga,R$ 570/mês,R$ 130/mês
0,R$ 549.000,Imóvel 1656DLQ,Apartamento em Belo Horizonte,Rua Marco Aurélio de Miranda,"Apartamento à venda em Buritis com 95 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 780/mês,R$ 172/mês
0,R$ 700.000,Imóvel EVSYNO,Apartamento em Belo Horizonte,Rua Abre Campo,"Apartamento à venda em Santo Antônio com 200 m², 3 quartos, 1 suíte, 1 vaga",1 vaga,2 Banheiros,R$ 400/mês,R$ 1.000/ano
0,R$ 520.000,Imóvel 1YVS6KN,Apartamento em Belo Horizonte,Rua Daniel de Carvalho,"Apartamento à venda em Gutierrez com 142 m², 4 quartos, 1 suíte, 2 vagas","4 quartos
1 suíte",2 vagas,R$ 270/mês,R$ 1.600/ano
0,R$ 340.000,Imóvel 1XN3ASN,Apartamento em Belo Horizonte,Rua Sílvio Menicucci,"Apartamento à venda em Buritis com 64 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 395/mês,R$ 880/ano
0,R$ 550.000,Imóvel 1CCZM3W,Apartamento em Belo Horizonte,Rua Stella Hanriot,"Apartamento à venda em Buritis com 105 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 700/mês,R$ 3.200/ano
0,R$ 800.000,Imóvel 1176LJZ,Apartamento em Belo Horizonte,Rua Grão Mogol,"Apartamento à venda em Sion com 112 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 480/mês,R$ 343/mês
0,R$ 265.554,Imóvel 1AH1H95,Apartamento em Belo Horizonte,Rua Heitor Menin,"Apartamento à venda em Buritis com 69 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 300/mês,R$ 1.800/ano
0,R$ 480.000,Imóvel 1QZIAOT,Apartamento em Belo Horizonte,Rua Maria Heilbuth Surette,"Apartamento à venda em Buritis com 68 m², 2 quartos, 1 suíte, 2 vagas","2 quartos
1 suíte",2 vagas,R$ 743/mês,R$ 1.936/ano
0,R$ 320.000,Imóvel 1SGKX7Y,Apartamento em Belo Horizonte,Rua Alegrete,"Apartamento à venda em Sagrada Família com 80 m², 2 quartos, 1 suíte, 1 vaga","2 quartos
1 suíte",1 vaga,R$ 300/mês,R$ 107/mês
0,R$ 650.000,Imóvel 1J1S6KD,Apartamento em Belo Horizonte,Rua Santa Rita Durão,"Apartamento à venda em Funcionários com 53 m², 1 quarto, 1 suíte, 2 vagas","1 quarto
1 suíte",2 vagas,R$ 675/mês,R$ 3.678/ano
0,R$ 450.000,Imóvel 1ET1MFW,Apartamento em Belo Horizonte,Rua João Gualberto Filho,"Apartamento à venda em Sagrada Família com 190 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 430/mês,R$ 150/ano
0,R$ 480.000,Imóvel GZHGID,Apartamento em Belo Horizonte,Rua Esmeraldo Botelho,"Apartamento à venda em Buritis com 100 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 550/mês,R$ 160/ano
0,R$ 270.000,Imóvel GB2POG,Apartamento em Belo Horizonte,Rua Alessandra Salum Cadar,"Apartamento à venda em Buritis com 60 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,R$ 380/mês,Isento
0,R$ 450.000,Imóvel 229JFE,Apartamento em Belo Horizonte,Rua Professor Domício Murta,"Apartamento à venda em Ouro Preto com 80 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 650/mês,R$ 1.800/ano
0,R$ 350.000,Imóvel IXZE6P,Apartamento em Belo Horizonte,Rua Flor-de-esparódia,"Apartamento à venda em Ouro Preto com 68 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 328/mês,R$ 1.301/ano
0,R$ 550.000,Imóvel OCIBT0,Apartamento em Belo Horizonte,Rua São João Evangelista,"Apartamento à venda em Santo Antônio com 75 m², 2 quartos, 1 suíte, 1 vaga","2 quartos
1 suíte",1 vaga,R$ 710/mês,R$ 180/ano
0,R$ 535.000,Imóvel WZPQTT,Apartamento em Belo Horizonte,Rua José do Patrocínio Carneiro,"Apartamento à venda em Buritis com 137 m², 4 quartos, 1 suíte, 2 vagas","4 quartos
1 suíte",2 vagas,R$ 500/mês,R$ 2.981/ano
0,R$ 750.000,Imóvel 3ER86D,Apartamento em Belo Horizonte,Rua Pedro Natalício de Morais,"Apartamento à venda em Buritis com 120 m², 4 quartos, 1 suíte, 2 vagas","4 quartos
1 suíte",2 vagas,Isento,Isento
0,R$ 280.900,Imóvel 1YLBT1E,Apartamento em Belo Horizonte,Rua dos Bororós,"Apartamento à venda em Santa Mônica com 76 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 402/mês,R$ 1.021/ano
0,R$ 990.000,Imóvel 1R5Y88J,Apartamento em Belo Horizonte,Rua Alvarenga Peixoto,"Apartamento à venda em Lourdes com 100 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 1.700/mês,R$ 5.606/ano
0,R$ 159.000,Imóvel 1KOXIEP,Apartamento em Belo Horizonte,Rua Newton Pinto de Souza,"Apartamento à venda em Santa Mônica com 50 m², 3 quartos, 1 vaga","3 quartos
sem suíte",1 vaga,R$ 150/mês,Isento
0,R$ 330.000,Imóvel 9L5ES2,Apartamento em Belo Horizonte,Rua Julita Nogueira Soares,"Apartamento à venda em Santa Terezinha com 58 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 450/mês,R$ 480/ano
0,R$ 860.000,Imóvel 9O3JUW,Apartamento em Belo Horizonte,Rua Minas Novas,"Apartamento à venda em Cruzeiro com 87 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 990/mês,Isento
0,R$ 395.000,Imóvel 1AQH6W2,Apartamento em Belo Horizonte,Rua Sabará,"Apartamento à venda em Colégio Batista com 127 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 200/mês,R$ 180/ano
0,R$ 420.000,Imóvel DXGYSJ,Apartamento em Belo Horizonte,Rua Cecília Fonseca Coutinho,"Apartamento à venda em Castelo com 80 m², 2 quartos, 1 suíte, 2 vagas","2 quartos
1 suíte",2 vagas,R$ 360/mês,R$ 1.000/ano
0,R$ 430.000,Imóvel 1528RQ0,Apartamento em Belo Horizonte,Rua Verdum,"Apartamento à venda em Grajaú com 58 m², 2 quartos, 1 suíte, 2 vagas","2 quartos
1 suíte",2 vagas,R$ 350/mês,R$ 183/mês
0,R$ 500.000,Imóvel 8R1HNZ,Apartamento em Belo Horizonte,Rua Professor Moraes,"Apartamento à venda em Savassi com 76 m², 2 quartos, 1 suíte, 1 vaga","2 quartos
1 suíte",1 vaga,R$ 315/mês,R$ 2.000/ano
0,R$ 357.000,Imóvel 1O6DT2B,Apartamento em Belo Horizonte,Rua José Ribeiro Filho,"Apartamento à venda em Ouro Preto com 56 m², 2 quartos, 2 vagas","2 quartos
sem suíte",2 vagas,R$ 275/mês,R$ 768/mês
0,R$ 390.000,Imóvel GJD7ES,Apartamento em Belo Horizonte,Rua Monte Simplon,"Apartamento à venda em Nova Suíssa com 90 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 300/mês,R$ 1.192/ano
0,R$ 185.000,Imóvel 1JVBLKR,Apartamento em Belo Horizonte,Rua Hélio Pellegrino,"Apartamento à venda em São João Batista com 48 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 260/mês,R$ 350/ano
0,R$ 489.000,Imóvel 1GPESOV,Apartamento em Belo Horizonte,Rua Maria Manoela Braz,"Apartamento à venda em Heliópolis com 79 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 500/mês,R$ 158/mês
0,R$ 385.000,Imóvel 1Z0CA5D,Apartamento em Belo Horizonte,Rua Dona Carmem,"Apartamento à venda em Santa Terezinha com 70 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 340/mês,R$ 650/ano
0,R$ 340.000,Imóvel J8XLJ8,Apartamento em Belo Horizonte,Rua Pouso Alegre,"Apartamento à venda em Horto com 55 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 500/mês,R$ 1.188/ano
0,R$ 245.000,Imóvel 1PESSNU,Apartamento em Belo Horizonte,Rua Maria Eustáquia de Souza,"Apartamento à venda em Jardim Guanabara com 45 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 160/mês,Isento
0,R$ 550.000,Imóvel 14D1GEY,Apartamento em Belo Horizonte,Rua Ramos de Azevedo,"Apartamento à venda em Monsenhor Messias com 111 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 450/mês,R$ 2.042/ano
0,R$ 383.000,Imóvel TSFJNJ,Apartamento em Belo Horizonte,Rua Carlos Alberto Fernandes,"Apartamento à venda em Dom Cabral com 78 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 800/mês,R$ 1.045/ano
0,R$ 150.000,Imóvel 68XWOF,Apartamento em Belo Horizonte,Rua Augusta Alvarenga Inez,"Apartamento à venda em Candelária com 45 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 240/mês,Isento
0,R$ 315.000,Imóvel 14AJQNR,Apartamento em Belo Horizonte,Rua dos Bandolins,"Apartamento à venda em Conjunto Califórnia I com 109 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 550/mês,R$ 819/ano
0,R$ 219.000,Imóvel 1SSBXXJ,Apartamento em Belo Horizonte,Avenida Amintas Vidal Gomes,"Apartamento à venda em Nova Gameleira com 49 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 190/mês,Isento
0,R$ 298.000,Imóvel 9RRE0W,Apartamento em Belo Horizonte,Rua Domingos Rocha,"Apartamento à venda em Salgado Filho com 57 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 430/mês,Isento
0,R$ 275.000,Imóvel N4464G,Apartamento em Belo Horizonte,Rua Engenho do Sol,"Apartamento à venda em Jardim Alvorada com 60 m², 2 quartos, 2 vagas","2 quartos
sem suíte",2 vagas,R$ 800/mês,Isento
0,R$ 415.000,Imóvel 23PWOO,Apartamento em Belo Horizonte,Rua Pinheiro,"Apartamento à venda em Araguaia com 106 m², 2 quartos, 2 vagas","2 quartos
sem suíte",2 vagas,R$ 150/mês,R$ 700/ano
0,R$ 100.000,Imóvel 1BL4NQS,Apartamento em Belo Horizonte,Rua Serra do Rola Moça,"Apartamento à venda em Distrito Industrial do Jatobá com 45 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 50/mês,Isento
0,R$ 198.000,Imóvel K41TK7,Apartamento em Belo Horizonte,Rua Inácio Murta,"Apartamento à venda em Copacabana com 48 m², 2 quartos, 1 vaga",1 vaga,1 Banheiro,R$ 132/mês,R$ 340/mês
0,R$ 350.000,Imóvel 124Q76F,Apartamento em Belo Horizonte,Rua Mar de Espanha,"Apartamento à venda em Santo Antônio com 113 m², 3 quartos, 1 vaga","3 quartos
sem suíte",1 vaga,R$ 460/mês,R$ 1.560/ano
0,R$ 795.000,Imóvel IEGOCQ,Apartamento em Belo Horizonte,Rua Campestre,"Apartamento à venda em Sagrada Família com 96 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 860/mês,R$ 237/ano
0,R$ 1.600.000,Imóvel 1J9VWG4,Apartamento em Belo Horizonte,Rua Castelo de Óbidos,"Apartamento à venda em Castelo com 163 m², 4 quartos, 1 suíte, 4 vagas","4 quartos
1 suíte",4 vagas,R$ 500/mês,R$ 3.500/ano
0,R$ 1.630.000,Imóvel 1THEWXZ,Apartamento em Belo Horizonte,Rua Stella Hanriot,"Apartamento à venda em Buritis com 142 m², 3 quartos, 3 suítes, 3 vagas","3 quartos
3 suítes",3 vagas,R$ 1.375/mês,R$ 5.703/ano
0,R$ 420.000,Imóvel 1W5G535,Apartamento em Belo Horizonte,Rua Colômbia,"Apartamento à venda em Sion com 95 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 430/mês,R$ 1.221/ano
0,R$ 650.000,Imóvel 2Y0ACU,Apartamento em Belo Horizonte,Rua João Arantes,"Apartamento à venda em Cidade Nova com 130 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 450/mês,R$ 2.169/ano
