,preco_imov,id_imov,cidade,endereco,titulo_imov,vaga,banheiro,condominio,iptu
0,R$ 179.000,Imóvel GGO0ZY,Apartamento em Porto Alegre,Rua Coronel Genuino,"Apartamento à venda em Centro com 36 m², 1 quarto","1 quarto
sem suíte",1 Banheiro,R$ 120/mês,R$ 167/ano
0,R$ 440.000,Imóvel 1OASOYG,Casa em Porto Alegre,Rua José Lino Avallone,"Casa à venda em Santa Tereza com 137 m², 3 quartos, 4 vagas","3 quartos
sem suíte",2 Banheiros,R$ 1.100/ano,Indisponivel
0,R$ 246.000,Imóvel 1XEKMQG,Apartamento em Porto Alegre,Avenida Venâncio Aires,"Apartamento à venda em Azenha com 56 m², 2 quartos","2 quartos
sem suíte",1 Banheiro,R$ 207/mês,R$ 410/ano
0,R$ 247.000,Imóvel IE150S,Apartamento em Porto Alegre,Rua Coronel Jaime da Costa Pereira,"Apartamento à venda em Morro Santana com 61 m², 3 quartos","3 quartos
sem suíte",1 Banheiro,R$ 120/mês,R$ 200/ano
0,R$ 580.000,Imóvel KS82NG,Apartamento em Porto Alegre,Rua Botafogo,"Apartamento à venda em Menino Deus com 65 m², 2 quartos, 1 suíte, 2 vagas","2 quartos
1 suíte",2 vagas,R$ 628/mês,R$ 1.200/ano
0,R$ 750.000,Imóvel TUDSPR,Apartamento em Porto Alegre,Rua Itapeva,"Apartamento à venda em Passo D'areia com 70 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 700/mês,R$ 1.600/ano
0,R$ 240.000,Imóvel 9U7N0G,Apartamento em Porto Alegre,Rua Engenheiro Fernando de Abreu Pereira,"Apartamento à venda em Sarandi com 59 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 200/mês,R$ 400/ano
0,R$ 840.000,Imóvel 1S9KRC,Apartamento em Porto Alegre,Rua José Albano Volkmer,"Apartamento à venda em Jardim Salso com 84 m², 2 quartos, 1 suíte, 2 vagas","2 quartos
1 suíte",2 vagas,R$ 786/mês,R$ 1.750/ano
0,R$ 320.000,Imóvel UX8TGI,Apartamento em Porto Alegre,Avenida Assis Brasil,"Apartamento à venda em São João com 89 m², 2 quartos","2 quartos
sem suíte",2 Banheiros,R$ 658/mês,R$ 1.210/ano
0,R$ 224.000,Imóvel UVXCJH,Apartamento em Porto Alegre,Rua Mário de Lima Hornes,"Apartamento à venda em Morro Santana com 61 m², 2 quartos","2 quartos
sem suíte",1 Banheiro,R$ 140/mês,R$ 100/ano
0,R$ 400.000,Imóvel 1CTVN4S,Casa em Porto Alegre,Travessa Oito de Setembro,"Casa à venda em Santa Tereza com 113 m², 4 quartos, 1 suíte, 1 vaga","4 quartos
1 suíte",1 Banheiro,R$ 400/ano,Indisponivel
0,R$ 200.000,Imóvel 5EENYP,Apartamento em Porto Alegre,Rua Coronel Massot,"Apartamento à venda em Camaquã com 39 m², 1 quarto, 1 vaga","1 quarto
sem suíte",1 vaga,R$ 196/mês,R$ 220/ano
