,preco_imov,id_imov,cidade,endereco,titulo_imov,vaga,banheiro,condominio,iptu
0,R$ 1.000.000,Imóvel QPA4H8,Apartamento em Rio de Janeiro,Rua General Goes Monteiro,"Apartamento à venda em Botafogo com 94 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 1.700/mês,R$ 250/mês
0,R$ 445.000,Imóvel 1IMLDMU,Apartamento em Rio de Janeiro,Rua Saint Roman,"Apartamento à venda em Copacabana com 72 m², 2 quartos","2 quartos
sem suíte",2 Banheiros,R$ 436/mês,R$ 25/mês
0,R$ 830.000,Imóvel 2DWZ1W,Apartamento em Rio de Janeiro,Rua Francisco Otaviano,"Apartamento à venda em Ipanema com 45 m², 1 quarto, 1 suíte, 1 vaga","1 quarto
1 suíte",1 vaga,R$ 1.800/mês,R$ 4.000/ano
0,R$ 205.000,Imóvel 9NG9R,Apartamento em Rio de Janeiro,Rua dos Araujos,"Apartamento à venda em Tijuca com 35 m², 1 quarto","1 quarto
sem suíte",1 Banheiro,Isento,Isento
0,R$ 1.150.000,Imóvel 1K2IV8D,Casa em Rio de Janeiro,Rua Geraldo Irênio Joffily,"Casa à venda em Recreio dos Bandeirantes com 161 m², 4 quartos, 2 suítes, 2 vagas","4 quartos
2 suítes",4 Banheiros,R$ 3.967/ano,Indisponivel
0,R$ 1.300.000,Imóvel 18HCJSP,Apartamento em Rio de Janeiro,Praça Cardeal Arcoverde,"Apartamento à venda em Copacabana com 180 m², 3 quartos, 1 vaga","3 quartos
sem suíte",1 vaga,R$ 2.200/mês,R$ 650/mês
0,R$ 1.475.000,Imóvel 4IKKN7,Apartamento em Rio de Janeiro,Rua Barão de Lucena,"Apartamento à venda em Botafogo com 100 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,Isento,R$ 3.221/ano
0,R$ 1.480.000,Imóvel GEQYE9,Apartamento em Rio de Janeiro,Rua Alberto de Campos,"Apartamento à venda em Ipanema com 95 m², 3 quartos, 1 vaga","3 quartos
sem suíte",1 vaga,R$ 1.200/mês,R$ 2.800/ano
0,R$ 4.300.000,Imóvel 14N7J2B,Apartamento em Rio de Janeiro,Avenida Atlântica,"Apartamento à venda em Copacabana com 300 m², 4 quartos, 1 suíte, 1 vaga","4 quartos
1 suíte",1 vaga,Isento,R$ 16.167/ano
0,R$ 629.207,Imóvel 1UWCS6H,Apartamento em Rio de Janeiro,Rua das Laranjeiras,"Apartamento à venda em Laranjeiras com 75 m², 2 quartos, 1 suíte","2 quartos
1 suíte",2 Banheiros,R$ 350/mês,R$ 124/mês
0,R$ 160.000,Imóvel 5M3H4J,Apartamento em Rio de Janeiro,Rua D-W,"Apartamento à venda em Recreio dos Bandeirantes com 60 m², 2 quartos","2 quartos
sem suíte",1 Banheiro,R$ 150/mês,Isento
0,R$ 1.380.000,Imóvel MOLX13,Apartamento em Rio de Janeiro,Avenida Henrique Dumont,"Apartamento à venda em Ipanema com 82 m², 1 quarto","1 quarto
sem suíte",1 Banheiro,R$ 830/mês,R$ 80/mês
0,R$ 2.550.000,Imóvel 1TG761L,Apartamento em Rio de Janeiro,Rua General Artigas,"Apartamento à venda em Leblon com 102 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 1.198/mês,R$ 486/mês
0,R$ 10.500.000,Imóvel JZQWV8,Casa em Rio de Janeiro,Rua Ministro Artur Ribeiro,"Casa à venda em Jardim Botânico com 873 m², 10 quartos, 7 suítes, 9 vagas","10 quartos
7 suítes",9 Banheiros,R$ 27.495/ano,Indisponivel
0,R$ 1.190.000,Imóvel V8QQ7J,Apartamento em Rio de Janeiro,Rua Baronesa de Poconé,"Apartamento à venda em Lagoa com 83 m², 2 quartos, 1 suíte, 1 vaga","2 quartos
1 suíte",1 vaga,R$ 1.494/mês,R$ 364/mês
0,R$ 1.250.000,Imóvel LJME8I,Apartamento em Rio de Janeiro,Rua Antônio Parreiras,"Apartamento à venda em Ipanema com 103 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,Isento,R$ 2.964/ano
0,R$ 320.000,Imóvel U39ZAL,Apartamento em Rio de Janeiro,Rua Siqueira Campos,"Apartamento à venda em Copacabana com 25 m², 1 quarto, 1 suíte","1 quarto
1 suíte",1 Banheiro,R$ 550/mês,R$ 1.800/ano
0,R$ 1.620.000,Imóvel 1KCRW3U,Apartamento em Rio de Janeiro,Praia Botafogo,"Apartamento à venda em Botafogo com 200 m², 4 quartos, 4 suítes, 1 vaga","4 quartos
4 suítes",1 vaga,R$ 1.500/mês,R$ 398/mês
0,R$ 880.000,Imóvel 1P27QQN,Apartamento em Rio de Janeiro,Rua Barão da Torre,"Apartamento à venda em Ipanema com 38 m², 1 quarto","1 quarto
sem suíte",1 Banheiro,Isento,R$ 1.810/ano
0,R$ 2.300.000,Imóvel 1RPHL2H,Apartamento em Rio de Janeiro,Rua João Líra,"Apartamento à venda em Leblon com 100 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,Isento,R$ 6.592/ano
0,R$ 2.950.000,Imóvel KEBGPU,Apartamento em Rio de Janeiro,Rua Sá Ferreira,"Apartamento à venda em Copacabana com 252 m², 6 quartos, 3 suítes, 1 vaga","6 quartos
3 suítes",1 vaga,Isento,R$ 4.790/ano
0,R$ 530.000,Imóvel 1I2VC27,Apartamento em Rio de Janeiro,Rua das Laranjeiras,"Apartamento à venda em Laranjeiras com 52 m², 2 quartos","2 quartos
sem suíte",2 Banheiros,R$ 769/mês,R$ 116/mês
0,R$ 7.800.000,Imóvel 197X4EO,Casa em Rio de Janeiro,Rua Maria Eugênia,"Casa à venda em Humaitá com 1186 m², 5 quartos, 3 suítes, 3 vagas","5 quartos
3 suítes",9 Banheiros,Isento,Indisponivel
0,R$ 460.000,Imóvel 1FAC3XL,Apartamento em Rio de Janeiro,Avenida Embaixador Abelardo Bueno,"Apartamento à venda em Barra da Tijuca com 78 m², 2 quartos, 1 suíte, 1 vaga","2 quartos
1 suíte",1 vaga,R$ 1.251/mês,R$ 1.700/ano
0,R$ 1.050.000,Imóvel 14TI4TZ,Apartamento em Rio de Janeiro,Rua Barão de Lucena,"Apartamento à venda em Botafogo com 80 m², 2 quartos, 1 suíte, 1 vaga","2 quartos
1 suíte",1 vaga,R$ 1.100/mês,R$ 2.000/ano
0,R$ 449.000,Imóvel 1A51KF4,Apartamento em Rio de Janeiro,Avenida Nossa Senhora de Copacabana,"Apartamento à venda em Copacabana com 32 m², 1 quarto","1 quarto
sem suíte",1 Banheiro,Isento,R$ 924/ano
0,R$ 950.000,Imóvel 1CB9BRF,Apartamento em Rio de Janeiro,Avenida Prefeito Dulcídio Cardoso,"Apartamento à venda em Barra da Tijuca com 80 m², 2 quartos, 2 suítes, 1 vaga","2 quartos
2 suítes",1 vaga,R$ 1.120/mês,R$ 2.600/ano
0,R$ 463.000,Imóvel 1Q1825R,Apartamento em Rio de Janeiro,Rua Silvia Pozzano,"Apartamento à venda em Recreio dos Bandeirantes com 70 m², 2 quartos, 1 suíte, 1 vaga","2 quartos
1 suíte",1 vaga,R$ 850/mês,R$ 189/mês
0,R$ 425.000,Imóvel 1UPVJY9,Apartamento em Rio de Janeiro,Avenida Nossa Senhora de Copacabana,"Apartamento à venda em Copacabana com 36 m², 1 quarto","1 quarto
sem suíte",1 Banheiro,R$ 545/mês,R$ 1.200/ano
0,R$ 2.445.000,Imóvel 19HV9YI,Apartamento em Rio de Janeiro,Rua Joaquim Nabuco,"Apartamento à venda em Ipanema com 212 m², 3 quartos, 2 suítes, 2 vagas","3 quartos
2 suítes",2 vagas,Isento,R$ 9.904/ano
0,R$ 640.000,Imóvel 29VG54,Casa em Rio de Janeiro,Rua Amoroso Costa,"Casa à venda em Tijuca com 150 m², 4 quartos, 1 vaga","4 quartos
sem suíte",3 Banheiros,R$ 1.969/ano,Indisponivel
0,R$ 1.150.000,Imóvel 1J3TJYL,Apartamento em Rio de Janeiro,Estrada Benvindo de Novaes,"Apartamento à venda em Recreio dos Bandeirantes com 176 m², 4 quartos, 1 suíte, 2 vagas","4 quartos
1 suíte",2 vagas,R$ 1.150/mês,R$ 4.550/ano
0,R$ 1.050.000,Imóvel I7ZD88,Apartamento em Rio de Janeiro,Rua República do Peru,"Apartamento à venda em Copacabana com 88 m², 2 quartos, 1 suíte","2 quartos
1 suíte",2 Banheiros,Isento,R$ 3.118/ano
0,R$ 885.000,Imóvel 1BE5HEJ,Apartamento em Rio de Janeiro,Praia Botafogo,"Apartamento à venda em Botafogo com 100 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 1.063/mês,R$ 2.000/ano
0,R$ 1.150.000,Imóvel OJPROS,Apartamento em Rio de Janeiro,Rua Barão da Torre,"Apartamento à venda em Ipanema com 97 m², 2 quartos, 1 suíte, 1 vaga","2 quartos
1 suíte",1 vaga,R$ 1.294/mês,R$ 107/mês
0,R$ 680.000,Imóvel D5GQD4,Apartamento em Rio de Janeiro,Rua Correa Dutra,"Apartamento à venda em Flamengo com 64 m², 2 quartos","2 quartos
sem suíte",1 Banheiro,Isento,R$ 1.190/ano
0,R$ 850.000,Imóvel 1X7IB71,Apartamento em Rio de Janeiro,Rua Marquês de Abrantes,"Apartamento à venda em Flamengo com 95 m², 3 quartos, 1 suíte, 2 vagas",2 vagas,2 Banheiros,R$ 980/mês,R$ 2.800/mês
0,R$ 332.150,Imóvel 1I79K8H,Apartamento em Rio de Janeiro,Rua Sá Ferreira,"Apartamento à venda em Copacabana com 40 m², 1 quarto, 1 suíte","1 quarto
1 suíte",1 Banheiro,R$ 450/mês,Isento
0,R$ 4.499.000,Imóvel 1RBVLD6,Casa em Rio de Janeiro,Rua Julieta Niemeyer,"Casa à venda em São Conrado com 433 m², 3 quartos, 1 suíte, 3 vagas","3 quartos
1 suíte",4 Banheiros,R$ 7.660/ano,Indisponivel
0,R$ 1.898.000,Imóvel 1H58IBS,Apartamento em Rio de Janeiro,Rua Juquiá,"Apartamento à venda em Leblon com 85 m², 3 quartos, 1 suíte","3 quartos
1 suíte",2 Banheiros,Isento,R$ 3.107/ano
0,R$ 870.000,Imóvel C3MMK5,Apartamento em Rio de Janeiro,Rua Marechal Francisco de Moura,"Apartamento à venda em Botafogo com 147 m², 3 quartos, 1 vaga","3 quartos
sem suíte",1 vaga,R$ 750/mês,R$ 1.500/ano
0,R$ 1.200.000,Imóvel 1KDT665,Apartamento em Rio de Janeiro,Rua Assunção,"Apartamento à venda em Botafogo com 75 m², 2 quartos, 2 suítes, 1 vaga","2 quartos
2 suítes",1 vaga,R$ 1.000/mês,R$ 2.750/ano
0,R$ 7.500.000,Imóvel 1APVOC0,Apartamento em Rio de Janeiro,Avenida Atlântica,"Apartamento à venda em Copacabana com 340 m², 4 quartos, 1 suíte, 2 vagas","4 quartos
1 suíte",2 vagas,Isento,R$ 17.984/ano
0,R$ 3.300.000,Imóvel 112ZZG8,Apartamento em Rio de Janeiro,Rua Carlos Gois,"Apartamento à venda em Leblon com 128 m², 3 quartos, 1 vaga","3 quartos
sem suíte",1 vaga,R$ 1.500/mês,R$ 1.000/mês
0,R$ 2.500.000,Imóvel 61IA2S,Apartamento em Rio de Janeiro,Rua Sambaíba,"Apartamento à venda em Leblon com 150 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,Isento,R$ 7.070/ano
0,R$ 407.640,Imóvel 16GIGEQ,Apartamento em Rio de Janeiro,Rua Aguiar,"Apartamento à venda em Tijuca com 75 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 800/mês,R$ 1.000/ano
0,R$ 1.200.000,Imóvel ZQPO3Q,Casa em Rio de Janeiro,Rua Voluntários da Pátria,"Casa à venda em Botafogo com 106 m², 4 quartos, 1 vaga","4 quartos
sem suíte",2 Banheiros,R$ 1.699/ano,Indisponivel
0,R$ 460.000,Imóvel WX23UW,Apartamento em Rio de Janeiro,Rua Garibaldi,"Apartamento à venda em Tijuca com 78 m², 3 quartos, 1 vaga","3 quartos
sem suíte",1 vaga,Isento,R$ 649/ano
0,R$ 1.200.000,Imóvel SI0VIA,Apartamento em Rio de Janeiro,Rua Barata Ribeiro,"Apartamento à venda em Copacabana com 93 m², 2 quartos","2 quartos
sem suíte",2 Banheiros,Isento,R$ 2.897/ano
0,R$ 950.000,Imóvel 1D7H3FO,Apartamento em Rio de Janeiro,Travessa Tamoios,"Apartamento à venda em Flamengo com 104 m², 3 quartos","3 quartos
sem suíte",3 Banheiros,Isento,R$ 2.590/ano
0,R$ 570.000,Imóvel 1K5Q3VJ,Apartamento em Rio de Janeiro,Rua Le Corbusier,"Apartamento à venda em Recreio dos Bandeirantes com 81 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 950/mês,R$ 150/mês
0,R$ 540.000,Imóvel OSYPEM,Apartamento em Rio de Janeiro,Avenida Tim Maia,"Apartamento à venda em Recreio dos Bandeirantes com 85 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 1.100/mês,R$ 200/mês
0,R$ 750.000,Imóvel MW2F5F,Apartamento em Rio de Janeiro,Rua José Higino,"Apartamento à venda em Tijuca com 121 m², 3 quartos, 1 vaga","3 quartos
sem suíte",1 vaga,R$ 1.399/mês,R$ 2.330/ano
0,R$ 1.200.000,Imóvel 1IF3BEI,Casa em Rio de Janeiro,Rua Sérgio Branco Soares,"Casa à venda em Recreio dos Bandeirantes com 374 m², 4 quartos, 2 suítes, 4 vagas","4 quartos
2 suítes",1 Banheiro,R$ 7.123/ano,Indisponivel
0,R$ 720.000,Imóvel 548J9G,Apartamento em Rio de Janeiro,Rua Voluntários da Pátria,"Apartamento à venda em Botafogo com 72 m², 3 quartos","3 quartos
sem suíte",2 Banheiros,Isento,R$ 1.937/ano
0,R$ 1.900.000,Imóvel Y13ZN2,Apartamento em Rio de Janeiro,Rua Visconde de Pirajá,"Apartamento à venda em Ipanema com 156 m², 4 quartos","4 quartos
sem suíte",3 Banheiros,Isento,R$ 5.955/ano
0,R$ 390.000,Imóvel ECN4AT,Apartamento em Rio de Janeiro,Rua Voluntários da Pátria,"Apartamento à venda em Botafogo com 35 m², 1 quarto","1 quarto
sem suíte",1 Banheiro,Isento,R$ 3.544/ano
0,R$ 1.750.000,Imóvel 1OEBDJ4,Apartamento em Rio de Janeiro,Praia Botafogo,"Apartamento à venda em Botafogo com 170 m², 3 quartos, 2 suítes, 1 vaga","3 quartos
2 suítes",1 vaga,Isento,R$ 4.677/ano
0,R$ 787.500,Imóvel 9O7PE6,Apartamento em Rio de Janeiro,Rua Homem de Melo,"Apartamento à venda em Tijuca com 140 m², 4 quartos, 1 suíte, 1 vaga","4 quartos
1 suíte",1 vaga,R$ 1.730/mês,R$ 4.193/ano
0,R$ 1.470.000,Imóvel 1K0NKZB,Apartamento em Rio de Janeiro,Rua Barão de Lucena,"Apartamento à venda em Botafogo com 134 m², 4 quartos, 1 suíte, 1 vaga","4 quartos
1 suíte",1 vaga,R$ 1.760/mês,R$ 3.280/ano
0,R$ 4.500.000,Imóvel 1RFE2BC,Casa em Rio de Janeiro,Rua dos Oitis,"Casa à venda em Gávea com 320 m², 4 quartos, 3 suítes, 2 vagas","4 quartos
3 suítes",4 Banheiros,R$ 650/ano,Indisponivel
0,R$ 1.200.000,Imóvel 8KN4TX,Apartamento em Rio de Janeiro,Avenida Nossa Senhora de Copacabana,"Apartamento à venda em Copacabana com 158 m², 3 quartos","3 quartos
sem suíte",2 Banheiros,Isento,R$ 5.019/ano
0,R$ 850.000,Imóvel 1IGFIWA,Apartamento em Rio de Janeiro,Rua Luiz Carlos Sarolli,"Apartamento à venda em Recreio dos Bandeirantes com 153 m², 3 quartos, 2 suítes, 2 vagas","3 quartos
2 suítes",2 vagas,R$ 1.300/mês,R$ 3.100/ano
0,R$ 1.250.000,Imóvel FMGQ9K,Apartamento em Rio de Janeiro,Rua Raul Pompéia,"Apartamento à venda em Copacabana com 110 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 1.350/mês,R$ 280/mês
0,R$ 1.170.000,Imóvel RYORMM,Apartamento em Rio de Janeiro,Rua Barata Ribeiro,"Apartamento à venda em Copacabana com 120 m², 3 quartos","3 quartos
sem suíte",2 Banheiros,R$ 760/mês,R$ 112/mês
0,R$ 425.000,Imóvel U5EAYK,Apartamento em Rio de Janeiro,Rua Soares da Costa,"Apartamento à venda em Tijuca com 65 m², 1 quarto, 1 vaga","1 quarto
sem suíte",1 vaga,R$ 1.000/mês,R$ 89/ano
0,R$ 370.000,Imóvel MV9ZQI,Apartamento em Rio de Janeiro,Rua São Rafael,"Apartamento à venda em Tijuca com 85 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,R$ 906/mês,R$ 69/mês
0,R$ 1.250.000,Imóvel 1LV1YK8,Apartamento em Rio de Janeiro,Rua Sá Ferreira,"Apartamento à venda em Copacabana com 100 m², 3 quartos, 3 suítes, 1 vaga","3 quartos
3 suítes",1 vaga,R$ 920/mês,R$ 1.200/ano
0,R$ 760.000,Imóvel 1FSL53N,Casa em Rio de Janeiro,Rua Henrique Morize,"Casa à venda em Grajaú com 56 m², 4 quartos","4 quartos
sem suíte",2 Banheiros,Isento,Indisponivel
0,R$ 5.250.000,Imóvel 1BA4Z04,Apartamento em Rio de Janeiro,Avenida Atlântica,"Apartamento à venda em Copacabana com 300 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 2.400/mês,R$ 1.400/mês
0,R$ 1.830.000,Imóvel 1XJPL3,Apartamento em Rio de Janeiro,Rua Barão de Lucena,"Apartamento à venda em Botafogo com 150 m², 3 quartos, 2 suítes, 2 vagas","3 quartos
2 suítes",2 vagas,Isento,R$ 420/ano
0,R$ 7.000.000,Imóvel 740UH0,Apartamento em Rio de Janeiro,Avenida Atlântica,"Apartamento à venda em Copacabana com 264 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,Isento,R$ 13.299/ano
0,R$ 1.150.000,Imóvel 16HLP0W,Apartamento em Rio de Janeiro,Rua Eduardo Guinle,"Apartamento à venda em Botafogo com 100 m², 3 quartos, 1 vaga","3 quartos
sem suíte",1 vaga,Isento,R$ 117/ano
0,R$ 968.760,Imóvel TASA77,Apartamento em Rio de Janeiro,Rua Assunção,"Apartamento à venda em Botafogo com 110 m², 3 quartos","3 quartos
sem suíte",2 Banheiros,R$ 830/mês,R$ 16/mês
0,R$ 1.500.000,Imóvel 1EJAKYE,Apartamento em Rio de Janeiro,Avenida Rainha Elizabeth,"Apartamento à venda em Ipanema com 120 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,R$ 1.600/mês,R$ 400/mês
0,R$ 4.600.000,Imóvel KZAR0D,Apartamento em Rio de Janeiro,Rua José Linhares,"Apartamento à venda em Leblon com 200 m², 3 quartos, 2 suítes, 3 vagas","3 quartos
2 suítes",3 vagas,R$ 4.000/mês,R$ 875/mês
0,R$ 3.400.000,Imóvel EGWFZK,Apartamento em Rio de Janeiro,Rua Barão da Torre,"Apartamento à venda em Ipanema com 115 m², 3 quartos, 1 suíte, 2 vagas","3 quartos
1 suíte",2 vagas,R$ 3.150/mês,R$ 912/ano
0,R$ 1.500.000,Imóvel DPKRBC,Apartamento em Rio de Janeiro,Praia do Flamengo,"Apartamento à venda em Flamengo com 139 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,Isento,R$ 4.680/ano
0,R$ 1.158.000,Imóvel 1LU23PF,Apartamento em Rio de Janeiro,Rua Siqueira Campos,"Apartamento à venda em Copacabana com 71 m², 2 quartos, 1 vaga","2 quartos
sem suíte",1 vaga,Isento,R$ 227/ano
0,R$ 1.380.000,Imóvel 1PGI8YJ,Apartamento em Rio de Janeiro,Rua Raul Pompéia,"Apartamento à venda em Copacabana com 83 m², 2 quartos, 1 suíte, 2 vagas","2 quartos
1 suíte",2 vagas,R$ 1.700/mês,R$ 298/mês
0,R$ 2.800.000,Imóvel 1V5UY05,Apartamento em Rio de Janeiro,Rua Barão da Torre,"Apartamento à venda em Ipanema com 140 m², 3 quartos, 1 suíte, 1 vaga","3 quartos
1 suíte",1 vaga,Isento,R$ 7.534/ano
0,R$ 5.400.000,Imóvel 1TY4RLI,Apartamento em Rio de Janeiro,Avenida Atlântica,"Apartamento à venda em Copacabana com 311 m², 4 quartos, 2 vagas","4 quartos
sem suíte",2 vagas,Isento,R$ 1.700/ano
0,R$ 1.250.000,Imóvel P1V1HR,Apartamento em Rio de Janeiro,Rua Paula Freitas,"Apartamento à venda em Copacabana com 80 m², 3 quartos, 1 suíte","3 quartos
1 suíte",3 Banheiros,Isento,R$ 3.082/ano
